종목코드,기준일,최고가일,최고수익률
900340,2020.04.09,2020.05.12,8
066700,2020.04.09,2020.04.13,55
032620,2020.04.09,2020.05.18,137
060560,2020.04.09,2020.04.22,12
065530,2020.04.09,2020.05.08,14
097870,2020.04.09,2020.04.20,6
026150,2020.04.09,2020.05.06,52
136480,2020.04.09,2020.05.06,19
095700,2020.04.09,2020.05.13,15
189980,2020.04.09,2020.05.14,18
222980,2020.04.09,2020.05.06,12
005720,2020.04.10,2020.05.07,6
002350,2020.04.10,2020.05.11,6
082640,2020.04.10,2020.05.15,3
004060,2020.04.10,2020.05.06,11
032830,2020.04.10,2020.04.13,-2
006120,2020.04.10,2020.05.18,8
241560,2020.04.10,2020.04.20,10
042670,2020.04.10,2020.05.19,27
001510,2020.04.10,2020.05.07,18
001515,2020.04.10,2020.05.18,13
115390,2020.04.10,2020.04.17,4
000400,2020.04.10,2020.05.11,30
003560,2020.04.10,2020.05.12,11
011420,2020.04.10,2020.05.08,2
020560,2020.04.10,2020.04.23,10
010960,2020.04.10,2020.04.22,34
000060,2020.04.10,2020.05.18,9
085620,2020.04.10,2020.04.14,0
012280,2020.04.10,2020.05.13,24
012160,2020.04.10,2020.05.12,13
126560,2020.04.10,2020.05.07,20
060370,2020.04.10,2020.05.19,16
004020,2020.04.10,2020.04.29,7
006380,2020.04.10,2020.04.27,15
160550,2020.04.10,2020.05.07,11
072130,2020.04.10,2020.04.27,8
123690,2020.04.10,2020.05.19,6
003350,2020.04.10,2020.05.19,17
006060,2020.04.10,2020.05.07,7
010690,2020.04.10,2020.04.27,3
008730,2020.04.10,2020.05.18,9
031390,2020.04.10,2020.05.13,0
054050,2020.04.10,2020.04.23,5
063440,2020.04.10,2020.05.19,17
214870,2020.04.10,2020.05.15,47
064260,2020.04.10,2020.05.11,13
004870,2020.04.10,2020.04.29,19
088350,2020.04.10,2020.04.17,5
000370,2020.04.10,2020.05.15,21
078600,2020.04.10,2020.05.19,53
046440,2020.04.10,2020.05.14,77
003780,2020.04.10,2020.04.14,1
099410,2020.04.10,2020.05.13,86
036800,2020.04.10,2020.05.15,27
241840,2020.04.10,2020.05.11,3
027360,2020.04.10,2020.05.19,12
253450,2020.04.10,2020.04.17,9
001540,2020.04.10,2020.05.18,8
046390,2020.04.10,2020.04.28,15
131090,2020.04.10,2020.05.19,19
310200,2020.04.10,2020.05.12,0
100790,2020.04.10,2020.05.19,31
043360,2020.04.10,2020.05.13,24
042510,2020.04.10,2020.05.18,82
140070,2020.04.10,2020.05.19,31
097780,2020.04.10,2020.04.24,7
073110,2020.04.10,2020.05.07,4
045300,2020.04.10,2020.05.13,12
096630,2020.04.10,2020.05.11,5
036000,2020.04.10,2020.05.08,2
299660,2020.04.10,2020.05.14,10
226950,2020.04.10,2020.05.15,23
208340,2020.04.10,2020.05.13,23
177830,2020.04.10,2020.04.13,-2
302430,2020.04.10,2020.05.13,11
170790,2020.04.10,2020.05.18,44
053350,2020.04.10,2020.05.18,17
067900,2020.04.10,2020.05.14,31
041520,2020.04.10,2020.05.19,20
030520,2020.04.10,2020.05.13,16
052600,2020.04.10,2020.05.19,32
009730,2020.04.10,2020.04.14,43
029960,2020.04.10,2020.05.11,10
290720,2020.04.10,2020.04.24,16
086960,2020.04.10,2020.05.11,26
115180,2020.04.10,2020.04.28,19
060150,2020.04.10,2020.05.14,28
085660,2020.04.10,2020.05.18,22
150840,2020.04.10,2020.04.20,-10
047820,2020.04.10,2020.05.07,19
068330,2020.04.10,2020.04.23,4
215480,2020.04.10,2020.04.29,22
206650,2020.04.10,2020.04.13,-9
115500,2020.04.10,2020.05.19,63
095700,2020.04.10,2020.05.13,14
008040,2020.04.13,2020.05.06,4
014710,2020.04.13,2020.05.06,10
006090,2020.04.13,2020.05.15,15
011150,2020.04.13,2020.05.06,7
030720,2020.04.13,2020.05.15,11
207940,2020.04.13,2020.05.13,14
084690,2020.04.13,2020.05.14,21
003620,2020.04.13,2020.04.20,13
037270,2020.04.13,2020.05.07,27
003560,2020.04.13,2020.05.12,16
002140,2020.04.13,2020.05.08,45
004410,2020.04.13,2020.05.06,8
004140,2020.04.13,2020.05.11,23
012280,2020.04.13,2020.05.13,16
012160,2020.04.13,2020.05.12,9
013000,2020.04.13,2020.04.17,12
074610,2020.04.13,2020.05.11,21
010600,2020.04.13,2020.05.18,29
008600,2020.04.13,2020.05.11,25
160550,2020.04.13,2020.05.07,15
046140,2020.04.13,2020.04.17,12
123690,2020.04.13,2020.05.19,10
194700,2020.04.13,2020.05.15,39
003350,2020.04.13,2020.05.19,17
006060,2020.04.13,2020.05.07,16
003070,2020.04.13,2020.05.19,-4
144620,2020.04.13,2020.04.14,-8
048550,2020.04.13,2020.04.28,5
010660,2020.04.13,2020.05.08,33
063440,2020.04.13,2020.05.19,16
120110,2020.04.13,2020.05.19,-9
138490,2020.04.13,2020.04.14,-9
094280,2020.04.13,2020.05.13,16
003680,2020.04.13,2020.05.07,23
004780,2020.04.13,2020.05.11,19
214420,2020.04.13,2020.04.22,7
088350,2020.04.13,2020.04.17,5
033180,2020.04.13,2020.04.17,8
067080,2020.04.13,2020.04.20,10
151860,2020.04.13,2020.05.11,19
099410,2020.04.13,2020.05.13,55
032850,2020.04.13,2020.05.19,91
066910,2020.04.13,2020.04.28,8
241840,2020.04.13,2020.05.11,10
086980,2020.04.13,2020.05.06,4
065570,2020.04.13,2020.04.20,10
065660,2020.04.13,2020.04.20,1
046390,2020.04.13,2020.04.28,7
173940,2020.04.13,2020.04.29,6
207760,2020.04.13,2020.05.06,12
097780,2020.04.13,2020.04.24,5
290650,2020.04.13,2020.05.19,61
228850,2020.04.13,2020.04.28,17
226340,2020.04.13,2020.05.08,6
092040,2020.04.13,2020.05.15,32
012700,2020.04.13,2020.05.19,2
050760,2020.04.13,2020.05.18,12
122310,2020.04.13,2020.05.14,36
057540,2020.04.13,2020.05.06,29
208340,2020.04.13,2020.05.13,12
052420,2020.04.13,2020.04.27,13
153710,2020.04.13,2020.05.13,57
170790,2020.04.13,2020.05.18,39
027050,2020.04.13,2020.05.18,6
036420,2020.04.13,2020.04.16,2
068050,2020.04.13,2020.05.19,4
086890,2020.04.13,2020.05.19,23
073560,2020.04.13,2020.05.15,28
029960,2020.04.13,2020.05.11,6
200130,2020.04.13,2020.05.08,25
237880,2020.04.13,2020.05.15,14
054780,2020.04.13,2020.05.13,421
047820,2020.04.13,2020.05.07,17
215480,2020.04.13,2020.04.29,23
206650,2020.04.13,2020.04.14,0
068330,2020.04.13,2020.04.23,6
032620,2020.04.13,2020.05.18,131
950140,2020.04.13,2020.05.18,31
012030,2020.04.14,2020.05.07,17
009270,2020.04.14,2020.05.08,20
042670,2020.04.14,2020.05.19,22
003090,2020.04.14,2020.04.24,63
002100,2020.04.14,2020.04.20,10
069620,2020.04.14,2020.04.22,9
161000,2020.04.14,2020.04.23,8
006650,2020.04.14,2020.04.27,36
017040,2020.04.14,2020.05.08,12
007610,2020.04.14,2020.05.08,18
004140,2020.04.14,2020.05.11,18
004250,2020.04.14,2020.04.27,18
000910,2020.04.14,2020.05.19,151
010100,2020.04.14,2020.05.08,43
003070,2020.04.14,2020.05.19,5
144620,2020.04.14,2020.05.19,-2
048550,2020.04.14,2020.04.28,14
010660,2020.04.14,2020.05.08,30
063440,2020.04.14,2020.05.19,16
120110,2020.04.14,2020.05.19,0
138490,2020.04.14,2020.05.07,-3
007110,2020.04.14,2020.05.08,39
007570,2020.04.14,2020.04.16,1
020180,2020.04.14,2020.04.16,-3
045390,2020.04.14,2020.05.08,71
005110,2020.04.14,2020.05.08,23
063160,2020.04.14,2020.05.18,9
187790,2020.04.14,2020.05.04,5
003780,2020.04.14,2020.05.08,0
051630,2020.04.14,2020.04.16,-24
010040,2020.04.14,2020.05.08,16
099410,2020.04.14,2020.05.13,57
032850,2020.04.14,2020.05.19,86
065450,2020.04.14,2020.04.28,60
099440,2020.04.14,2020.05.11,18
043220,2020.04.14,2020.05.11,6
013810,2020.04.14,2020.04.28,74
095500,2020.04.14,2020.05.08,11
017480,2020.04.14,2020.04.20,5
046390,2020.04.14,2020.04.28,10
100790,2020.04.14,2020.05.19,28
293780,2020.04.14,2020.05.14,17
122690,2020.04.14,2020.05.19,2
228850,2020.04.14,2020.04.28,16
025980,2020.04.14,2020.05.08,54
092040,2020.04.14,2020.05.15,23
012700,2020.04.14,2020.05.19,4
187420,2020.04.14,2020.05.14,22
234340,2020.04.14,2020.05.13,29
086890,2020.04.14,2020.05.19,21
215360,2020.04.14,2020.05.19,7
073560,2020.04.14,2020.05.15,27
046940,2020.04.14,2020.04.22,38
009730,2020.04.14,2020.04.16,-5
119850,2020.04.14,2020.05.13,34
087010,2020.04.14,2020.05.19,7
094940,2020.04.14,2020.05.08,41
044490,2020.04.14,2020.04.24,10
065530,2020.04.14,2020.05.08,16
091440,2020.04.14,2020.05.06,6
105550,2020.04.14,2020.04.16,0
008970,2020.04.16,2020.04.20,10
210980,2020.04.16,2020.05.11,6
009270,2020.04.16,2020.05.08,7
014160,2020.04.16,2020.05.07,1
037270,2020.04.16,2020.05.07,21
003090,2020.04.16,2020.04.24,46
002100,2020.04.16,2020.04.20,1
017040,2020.04.16,2020.05.08,5
161000,2020.04.16,2020.04.23,3
012510,2020.04.16,2020.05.14,18
002150,2020.04.16,2020.05.08,10
007610,2020.04.16,2020.05.08,6
004140,2020.04.16,2020.05.11,3
004980,2020.04.16,2020.04.22,32
028100,2020.04.16,2020.04.22,22
070960,2020.04.16,2020.05.08,4
013000,2020.04.16,2020.04.17,4
126560,2020.04.16,2020.05.07,18
017800,2020.04.16,2020.04.20,1
060370,2020.04.16,2020.05.19,9
010100,2020.04.16,2020.05.08,47
071950,2020.04.16,2020.05.08,10
003070,2020.04.16,2020.05.19,14
003010,2020.04.16,2020.05.06,9
138490,2020.04.16,2020.05.07,6
048550,2020.04.16,2020.04.28,5
013360,2020.04.16,2020.05.07,11
007110,2020.04.16,2020.05.08,9
060260,2020.04.16,2020.05.19,3
006390,2020.04.16,2020.04.22,16
198440,2020.04.16,2020.05.08,40
005110,2020.04.16,2020.05.08,4
317850,2020.04.16,2020.04.20,11
045390,2020.04.16,2020.05.08,35
003780,2020.04.16,2020.05.08,11
051630,2020.04.16,2020.05.08,0
064350,2020.04.16,2020.05.08,30
010040,2020.04.16,2020.05.08,8
035460,2020.04.16,2020.04.28,2
100590,2020.04.16,2020.05.08,12
036800,2020.04.16,2020.05.15,18
099440,2020.04.16,2020.05.11,19
044780,2020.04.16,2020.05.08,10
032080,2020.04.16,2020.05.07,9
046390,2020.04.16,2020.04.28,1
253450,2020.04.16,2020.04.17,0
064510,2020.04.16,2020.04.24,60
079650,2020.04.16,2020.04.22,14
293780,2020.04.16,2020.05.14,9
073540,2020.04.16,2020.04.23,5
141080,2020.04.16,2020.05.13,18
228850,2020.04.16,2020.04.28,18
222080,2020.04.16,2020.05.19,15
095910,2020.04.16,2020.05.19,25
025980,2020.04.16,2020.05.08,19
088800,2020.04.16,2020.04.22,3
037070,2020.04.16,2020.05.19,72
046970,2020.04.16,2020.04.22,5
215360,2020.04.16,2020.05.19,1
046940,2020.04.16,2020.04.22,30
009730,2020.04.16,2020.04.17,-8
054300,2020.04.16,2020.05.08,3
053580,2020.04.16,2020.05.13,33
094940,2020.04.16,2020.05.08,16
035200,2020.04.16,2020.05.19,8
054930,2020.04.16,2020.04.22,17
065530,2020.04.16,2020.05.08,10
091440,2020.04.16,2020.05.06,2
026150,2020.04.16,2020.05.06,42
097870,2020.04.16,2020.04.20,3
081150,2020.04.16,2020.05.19,23
037440,2020.04.16,2020.04.22,5
163560,2020.04.17,2020.05.08,99
003620,2020.04.17,2020.04.20,6
037270,2020.04.17,2020.05.07,16
009320,2020.04.17,2020.05.19,11
003090,2020.04.17,2020.04.24,46
003490,2020.04.17,2020.04.27,-4
003495,2020.04.17,2020.04.27,-2
007610,2020.04.17,2020.05.08,6
002150,2020.04.17,2020.05.08,8
004980,2020.04.17,2020.04.22,30
074610,2020.04.17,2020.05.11,10
013000,2020.04.17,2020.05.08,-2
091090,2020.04.17,2020.05.18,13
004250,2020.04.17,2020.04.27,15
008600,2020.04.17,2020.05.11,10
003690,2020.04.17,2020.04.29,5
137940,2020.04.17,2020.05.19,25
071950,2020.04.17,2020.05.08,8
008250,2020.04.17,2020.05.08,7

126870,2020.04.17,2020.04.21,4
060260,2020.04.17,2020.05.19,8
007110,2020.04.17,2020.05.08,14
214420,2020.04.17,2020.04.22,1
081000,2020.04.17,2020.05.19,14
005690,2020.04.17,2020.05.04,33
317850,2020.04.17,2020.04.20,14
006390,2020.04.17,2020.04.22,21
090080,2020.04.17,2020.04.23,20
241520,2020.04.17,2020.04.23,7
037370,2020.04.17,2020.05.14,6
045390,2020.04.17,2020.05.08,40
033180,2020.04.17,2020.04.20,0
18064K,2020.04.17,2020.04.24,-12
088350,2020.04.17,2020.04.29,0
272450,2020.04.17,2020.04.20,0
099410,2020.04.17,2020.05.13,75
041930,2020.04.17,2020.04.20,14
143240,2020.04.17,2020.05.11,-1
011200,2020.04.17,2020.05.19,3
099440,2020.04.17,2020.05.11,6
013310,2020.04.17,2020.05.19,8
253450,2020.04.17,2020.04.20,-4
038540,2020.04.17,2020.04.20,2
073540,2020.04.17,2020.04.23,1
042510,2020.04.17,2020.05.18,68
063170,2020.04.17,2020.05.08,6
046310,2020.04.17,2020.05.19,13
222080,2020.04.17,2020.05.19,14
095910,2020.04.17,2020.05.19,16
123040,2020.04.17,2020.05.07,18
036630,2020.04.17,2020.04.29,11
025980,2020.04.17,2020.05.08,24
049480,2020.04.17,2020.05.13,45
057540,2020.04.17,2020.05.06,13
288620,2020.04.17,2020.05.19,9
258610,2020.04.17,2020.04.20,-12
019210,2020.04.17,2020.04.20,5
047310,2020.04.17,2020.04.20,1
021650,2020.04.17,2020.05.19,13
038010,2020.04.17,2020.05.08,13
095190,2020.04.17,2020.04.22,11
009730,2020.04.17,2020.04.20,-5
096040,2020.04.17,2020.05.08,5
121850,2020.04.17,2020.05.08,70
069080,2020.04.17,2020.05.14,20
023900,2020.04.17,2020.05.18,30
035200,2020.04.17,2020.05.19,6
900250,2020.04.17,2020.04.23,15
018000,2020.04.17,2020.05.18,12
011320,2020.04.17,2020.05.19,18
048430,2020.04.17,2020.05.19,7
319660,2020.04.17,2020.05.19,21
042000,2020.04.17,2020.05.06,41
066700,2020.04.17,2020.04.23,11
081150,2020.04.17,2020.05.19,22
003570,2020.04.20,2020.05.11,0
008970,2020.04.20,2020.05.08,0
001470,2020.04.20,2020.04.22,8
058730,2020.04.20,2020.04.22,-1
000020,2020.04.20,2020.04.28,47
241560,2020.04.20,2020.05.19,-1
009270,2020.04.20,2020.05.08,6
003620,2020.04.20,2020.04.23,0
089470,2020.04.20,2020.05.19,8
037270,2020.04.20,2020.05.07,12
002100,2020.04.20,2020.04.23,0
069620,2020.04.20,2020.04.22,2
010960,2020.04.20,2020.04.22,29
011090,2020.04.20,2020.05.12,6
003490,2020.04.20,2020.04.27,1
007610,2020.04.20,2020.05.08,3
002150,2020.04.20,2020.05.08,3
007590,2020.04.20,2020.05.11,6
013700,2020.04.20,2020.05.08,11
070960,2020.04.20,2020.05.08,3
105840,2020.04.20,2020.05.08,-6
017800,2020.04.20,2020.05.08,0

008600,2020.04.20,2020.05.11,11
212560,2020.04.20,2020.05.07,3
255220,2020.04.20,2020.04.22,17
137940,2020.04.20,2020.05.19,21
071950,2020.04.20,2020.05.08,3
057500,2020.04.20,2020.04.23,0
014790,2020.04.20,2020.04.22,17
289080,2020.04.20,2020.05.07,-1
060260,2020.04.20,2020.05.19,6
032190,2020.04.20,2020.05.19,88
198440,2020.04.20,2020.05.08,34
013360,2020.04.20,2020.05.07,9
001750,2020.04.20,2020.05.15,12
007110,2020.04.20,2020.05.08,3
214420,2020.04.20,2020.04.22,0
004870,2020.04.20,2020.04.29,11
317850,2020.04.20,2020.05.07,-5
241520,2020.04.20,2020.04.23,5
006390,2020.04.20,2020.04.22,13
194370,2020.04.20,2020.05.07,5
078130,2020.04.20,2020.04.22,5
005110,2020.04.20,2020.05.08,7
021320,2020.04.20,2020.05.19,8
036800,2020.04.20,2020.05.15,21
064350,2020.04.20,2020.05.08,9
010040,2020.04.20,2020.05.08,5
011760,2020.04.20,2020.05.06,0
041930,2020.04.20,2020.04.23,-3
005990,2020.04.20,2020.05.08,11
100090,2020.04.20,2020.05.13,27
053700,2020.04.20,2020.04.21,-7
224110,2020.04.20,2020.05.11,12
099440,2020.04.20,2020.05.11,4
064510,2020.04.20,2020.04.24,37
013310,2020.04.20,2020.05.19,3
017480,2020.04.20,2020.05.08,0
105740,2020.04.20,2020.05.08,4
222800,2020.04.20,2020.05.19,14
123040,2020.04.20,2020.05.07,5
080000,2020.04.20,2020.05.19,8
008470,2020.04.20,2020.05.08,3
025980,2020.04.20,2020.05.08,19
036630,2020.04.20,2020.04.29,12
039980,2020.04.20,2020.04.28,2
277070,2020.04.20,2020.04.27,68
057540,2020.04.20,2020.05.06,11
096690,2020.04.20,2020.04.28,-5
258610,2020.04.20,2020.04.21,-21
023760,2020.04.20,2020.05.19,8
019210,2020.04.20,2020.05.08,-1
032820,2020.04.20,2020.05.07,-3
054300,2020.04.20,2020.05.08,3
046940,2020.04.20,2020.04.22,29
065680,2020.04.20,2020.05.19,34
094940,2020.04.20,2020.05.08,16
023900,2020.04.20,2020.05.18,16
119850,2020.04.20,2020.05.13,21
011320,2020.04.20,2020.05.19,10
142210,2020.04.20,2020.04.23,19
097870,2020.04.20,2020.04.23,0
054930,2020.04.20,2020.04.22,6
026150,2020.04.20,2020.05.06,36
200670,2020.04.20,2020.05.19,16
243070,2020.04.20,2020.05.15,14
084110,2020.04.20,2020.05.19,11
145020,2020.04.20,2020.05.15,2
065530,2020.04.20,2020.05.08,12
010240,2020.04.20,2020.05.19,13
081150,2020.04.20,2020.05.19,20
037440,2020.04.20,2020.04.22,3
003570,2020.04.21,2020.05.11,2
004430,2020.04.21,2020.04.27,20
090350,2020.04.21,2020.05.08,11
008970,2020.04.21,2020.05.08,6
058730,2020.04.21,2020.04.22,6
002690,2020.04.21,2020.05.11,11
009270,2020.04.21,2020.05.08,11
192650,2020.04.21,2020.04.27,22
039570,2020.04.21,2020.05.18,12
089470,2020.04.21,2020.05.19,4
037270,2020.04.21,2020.05.07,16
002100,2020.04.21,2020.04.23,6
183190,2020.04.21,2020.04.22,10
078520,2020.04.21,2020.04.22,1
002150,2020.04.21,2020.05.08,4
007610,2020.04.21,2020.05.08,4
007120,2020.04.21,2020.04.29,14
003520,2020.04.21,2020.05.19,3
004980,2020.04.21,2020.04.22,23
079550,2020.04.21,2020.05.18,18
070960,2020.04.21,2020.05.08,8
028100,2020.04.21,2020.04.22,18
105840,2020.04.21,2020.05.08,2
017800,2020.04.21,2020.05.08,4
123890,2020.04.21,2020.05.08,11
307950,2020.04.21,2020.05.14,18
008600,2020.04.21,2020.05.11,11
091590,2020.04.21,2020.04.22,7
137940,2020.04.21,2020.05.19,16
003010,2020.04.21,2020.05.06,8
255220,2020.04.21,2020.04.22,7
071950,2020.04.21,2020.05.08,8
047810,2020.04.21,2020.04.29,3
060260,2020.04.21,2020.05.19,10
094280,2020.04.21,2020.05.13,14
270870,2020.04.21,2020.05.15,54
013360,2020.04.21,2020.05.07,8
007110,2020.04.21,2020.05.08,12
198440,2020.04.21,2020.05.08,39
006390,2020.04.21,2020.04.22,16
010820,2020.04.21,2020.04.28,19
090080,2020.04.21,2020.04.23,1
241520,2020.04.21,2020.04.23,7
025620,2020.04.21,2020.05.19,4
103140,2020.04.21,2020.04.24,6
005110,2020.04.21,2020.05.08,9
004910,2020.04.21,2020.04.22,7
000880,2020.04.21,2020.04.29,15
012450,2020.04.21,2020.04.28,11
010170,2020.04.21,2020.05.07,13
000720,2020.04.21,2020.04.22,2
021320,2020.04.21,2020.05.19,3
010040,2020.04.21,2020.05.08,9
042370,2020.04.21,2020.05.08,20
011760,2020.04.21,2020.05.06,5
025950,2020.04.21,2020.04.22,2
065450,2020.04.21,2020.04.28,25
041930,2020.04.21,2020.04.23,2
064510,2020.04.21,2020.04.24,21
013810,2020.04.21,2020.04.28,33
038500,2020.04.21,2020.05.08,41
017480,2020.04.21,2020.05.08,1
131090,2020.04.21,2020.05.19,14
079810,2020.04.21,2020.05.19,12
079650,2020.04.21,2020.04.22,14
042510,2020.04.21,2020.05.18,50
039980,2020.04.21,2020.04.28,6
025980,2020.04.21,2020.05.08,23
125210,2020.04.21,2020.05.13,2
052020,2020.04.21,2020.05.11,1
067920,2020.04.21,2020.05.11,2
177830,2020.04.21,2020.05.13,1
026040,2020.04.21,2020.04.27,0
054300,2020.04.21,2020.05.08,7
009730,2020.04.21,2020.04.23,20
095190,2020.04.21,2020.04.22,2
046940,2020.04.21,2020.04.22,26
094940,2020.04.21,2020.05.08,18
023900,2020.04.21,2020.05.18,7
083790,2020.04.21,2020.04.22,-5
237880,2020.04.21,2020.05.15,5
011320,2020.04.21,2020.05.19,5
142210,2020.04.21,2020.04.23,12
049630,2020.04.21,2020.05.08,5
054930,2020.04.21,2020.04.22,9
200670,2020.04.21,2020.05.19,25
084110,2020.04.21,2020.05.19,13
013030,2020.04.21,2020.05.08,8
026150,2020.04.21,2020.05.06,36
023410,2020.04.21,2020.05.08,12
037440,2020.04.21,2020.04.22,7
081150,2020.04.21,2020.05.19,25
090350,2020.04.22,2020.05.08,4
192650,2020.04.22,2020.04.27,22
003415,2020.04.22,2020.04.24,0
003620,2020.04.22,2020.04.23,0
069620,2020.04.22,2020.04.23,-2
003720,2020.04.22,2020.05.15,10
183190,2020.04.22,2020.04.23,-4
267850,2020.04.22,2020.04.23,2
020560,2020.04.22,2020.04.23,0
298690,2020.04.22,2020.04.23,1
002150,2020.04.22,2020.05.08,1
012280,2020.04.22,2020.05.13,16
013700,2020.04.22,2020.05.08,1
010600,2020.04.22,2020.05.18,28
060370,2020.04.22,2020.05.19,0
008600,2020.04.22,2020.05.11,7
000910,2020.04.22,2020.05.19,103
137940,2020.04.22,2020.05.19,24
255220,2020.04.22,2020.04.29,-1
048550,2020.04.22,2020.04.28,6
010820,2020.04.22,2020.04.28,25
241520,2020.04.22,2020.04.23,2
004910,2020.04.22,2020.04.29,0
103140,2020.04.22,2020.04.24,5
021320,2020.04.22,2020.05.19,2
046440,2020.04.22,2020.05.14,60
099410,2020.04.22,2020.05.13,66
065450,2020.04.22,2020.04.28,22
032680,2020.04.22,2020.05.13,35
013810,2020.04.22,2020.04.28,45
079650,2020.04.22,2020.05.07,-1
228850,2020.04.22,2020.04.28,13
225530,2020.04.22,2020.05.08,-4
036170,2020.04.22,2020.04.23,-1
092040,2020.04.22,2020.05.15,9
083930,2020.04.22,2020.05.18,19
187420,2020.04.22,2020.05.14,11
031510,2020.04.22,2020.04.23,-4
036690,2020.04.22,2020.05.08,12
009730,2020.04.22,2020.04.23,2
046940,2020.04.22,2020.04.23,-11
303030,2020.04.22,2020.05.15,23
023900,2020.04.22,2020.05.18,9
900250,2020.04.22,2020.04.23,0
060560,2020.04.22,2020.04.23,-5
032620,2020.04.22,2020.05.18,119
054930,2020.04.22,2020.05.08,0
023410,2020.04.22,2020.05.08,2
037440,2020.04.22,2020.04.23,-2
005030,2020.04.23,2020.05.08,0
004430,2020.04.23,2020.04.27,9
163560,2020.04.23,2020.05.08,52
004380,2020.04.23,2020.05.06,8
000040,2020.04.23,2020.05.19,9
083420,2020.04.23,2020.04.28,3
136490,2020.04.23,2020.05.18,22
108670,2020.04.23,2020.05.19,42
028100,2020.04.23,2020.05.08,-1
016880,2020.04.23,2020.05.08,3
000910,2020.04.23,2020.05.19,113
017960,2020.04.23,2020.05.19,11
072130,2020.04.23,2020.04.27,5
255220,2020.04.23,2020.04.29,3
054050,2020.04.23,2020.05.19,-1
014790,2020.04.23,2020.05.07,2
031820,2020.04.23,2020.05.11,4
032190,2020.04.23,2020.05.19,80
007980,2020.04.23,2020.05.13,20
198440,2020.04.23,2020.05.08,7
241520,2020.04.23,2020.04.27,0
036580,2020.04.23,2020.05.18,34
090080,2020.04.23,2020.04.24,-2
010170,2020.04.23,2020.05.07,2
317330,2020.04.23,2020.05.08,0
035600,2020.04.23,2020.05.14,13
263800,2020.04.23,2020.05.11,39
032680,2020.04.23,2020.05.13,18
065450,2020.04.23,2020.04.28,19
100590,2020.04.23,2020.05.08,7
013810,2020.04.23,2020.04.28,40
038500,2020.04.23,2020.05.08,18
065660,2020.04.23,2020.04.27,-3
064510,2020.04.23,2020.04.24,5
214680,2020.04.23,2020.05.14,6
079650,2020.04.23,2020.05.07,4
217330,2020.04.23,2020.05.15,1
042510,2020.04.23,2020.05.18,44
225530,2020.04.23,2020.05.08,2
108490,2020.04.23,2020.05.19,10
039310,2020.04.23,2020.05.19,19
039440,2020.04.23,2020.05.07,11
049480,2020.04.23,2020.05.13,36
042500,2020.04.23,2020.05.11,25
057540,2020.04.23,2020.05.06,13
150900,2020.04.23,2020.05.11,26
170790,2020.04.23,2020.05.18,24
047560,2020.04.23,2020.05.11,4
115440,2020.04.23,2020.05.19,12
046970,2020.04.23,2020.04.27,-1
027710,2020.04.23,2020.05.15,9
073560,2020.04.23,2020.05.15,14
030520,2020.04.23,2020.05.13,9
052600,2020.04.23,2020.05.19,30
046940,2020.04.23,2020.04.28,-3
035810,2020.04.23,2020.04.27,-4
094940,2020.04.23,2020.05.08,7
115180,2020.04.23,2020.04.28,9
023900,2020.04.23,2020.05.18,10
216050,2020.04.23,2020.04.27,7
900250,2020.04.23,2020.05.11,-2
094850,2020.04.23,2020.04.28,5
300080,2020.04.23,2020.05.12,13
042000,2020.04.23,2020.05.06,20
002230,2020.04.23,2020.05.19,12
011320,2020.04.23,2020.05.19,7
142210,2020.04.23,2020.04.24,0
065530,2020.04.23,2020.05.08,9
032620,2020.04.23,2020.05.18,113
054930,2020.04.23,2020.05.08,1
039420,2020.04.23,2020.05.12,17
243070,2020.04.23,2020.05.15,10
004430,2020.04.24,2020.04.27,5
009270,2020.04.24,2020.05.08,9
192650,2020.04.24,2020.04.27,10
037270,2020.04.24,2020.05.07,5
082740,2020.04.24,2020.04.28,6
069620,2020.04.24,2020.04.27,0
005500,2020.04.24,2020.05.15,4
044450,2020.04.24,2020.05.19,9
005880,2020.04.24,2020.04.27,1
083420,2020.04.24,2020.04.28,2
003060,2020.04.24,2020.04.27,29
136490,2020.04.24,2020.05.18,17
108670,2020.04.24,2020.05.19,22
079550,2020.04.24,2020.05.18,9
004250,2020.04.24,2020.04.27,4
093240,2020.04.24,2020.05.06,18
137940,2020.04.24,2020.05.19,16
003010,2020.04.24,2020.05.06,7
047810,2020.04.24,2020.04.29,0
010690,2020.04.24,2020.04.27,9
010660,2020.04.24,2020.05.08,40
119860,2020.04.24,2020.05.14,19
129260,2020.04.24,2020.05.12,3
198440,2020.04.24,2020.05.08,9
036580,2020.04.24,2020.05.18,37
028670,2020.04.24,2020.05.19,4
010820,2020.04.24,2020.04.28,8
017810,2020.04.24,2020.05.18,19
103140,2020.04.24,2020.04.28,-1
012450,2020.04.24,2020.04.28,6
263800,2020.04.24,2020.05.11,35
032680,2020.04.24,2020.05.13,28
025950,2020.04.24,2020.05.06,1
011200,2020.04.24,2020.05.19,2
154040,2020.04.24,2020.05.11,5
100090,2020.04.24,2020.05.13,21
224110,2020.04.24,2020.05.11,9
013810,2020.04.24,2020.04.28,11
064510,2020.04.24,2020.04.27,0
092070,2020.04.24,2020.05.15,33
036810,2020.04.24,2020.05.18,18
217330,2020.04.24,2020.05.15,6
097780,2020.04.24,2020.05.13,0
225530,2020.04.24,2020.05.08,3
108490,2020.04.24,2020.05.19,10
