종목코드,기준일,최고가일,최고수익률
007860,2020.01.02,2020.02.14,53
200880,2020.01.02,2020.02.17,1
006980,2020.01.02,2020.01.28,8
016880,2020.01.02,2020.01.28,3
003780,2020.01.02,2020.02.13,7
023600,2020.01.02,2020.02.24,13
110990,2020.01.02,2020.02.12,16
056700,2020.01.02,2020.01.03,-4
038680,2020.01.02,2020.02.17,5
099320,2020.01.02,2020.02.21,30
042500,2020.01.02,2020.01.17,4
178780,2020.01.02,2020.01.31,27
179900,2020.01.02,2020.01.06,4
005670,2020.01.02,2020.01.13,1
054450,2020.01.02,2020.01.10,0
115160,2020.01.02,2020.01.03,-1
222980,2020.01.02,2020.01.03,-9
043200,2020.01.02,2020.01.29,102
163560,2020.01.03,2020.01.06,9
192650,2020.01.03,2020.01.09,3
008700,2020.01.03,2020.02.17,-1
007860,2020.01.03,2020.02.14,51
014530,2020.01.03,2020.01.08,62
001570,2020.01.03,2020.02.12,12
013700,2020.01.03,2020.01.17,38
010600,2020.01.03,2020.01.29,10
006380,2020.01.03,2020.02.11,3
218410,2020.01.03,2020.01.06,-3
033640,2020.01.03,2020.02.25,18
001750,2020.01.03,2020.01.31,13
014570,2020.01.03,2020.01.28,54
014130,2020.01.03,2020.02.24,58
020180,2020.01.03,2020.01.09,4
054670,2020.01.03,2020.01.06,26
003780,2020.01.03,2020.02.13,7
100250,2020.01.03,2020.01.14,0
051630,2020.01.03,2020.02.07,17
036830,2020.01.03,2020.01.17,27
061970,2020.01.03,2020.02.14,12
171010,2020.01.03,2020.01.06,1
082800,2020.01.03,2020.01.06,-2
036010,2020.01.03,2020.02.20,19
042500,2020.01.03,2020.01.17,6
054630,2020.01.03,2020.02.12,4
251370,2020.01.03,2020.02.17,2
051160,2020.01.03,2020.02.24,65
031980,2020.01.03,2020.01.17,16
174880,2020.01.03,2020.02.11,4
024800,2020.01.03,2020.01.06,12
065530,2020.01.03,2020.02.17,21
025880,2020.01.03,2020.01.14,8
001045,2020.01.06,2020.02.13,18
001250,2020.01.06,2020.01.07,0
037270,2020.01.06,2020.01.17,7
161000,2020.01.06,2020.01.20,3
007860,2020.01.06,2020.02.14,60
011785,2020.01.06,2020.01.22,2
006380,2020.01.06,2020.02.11,6
014570,2020.01.06,2020.01.28,58
010820,2020.01.06,2020.01.08,31
090410,2020.01.06,2020.01.15,47
001000,2020.01.06,2020.02.21,9
105740,2020.01.06,2020.01.17,5
019770,2020.01.06,2020.02.17,13
051980,2020.01.06,2020.01.20,4
038160,2020.01.06,2020.01.09,0
123410,2020.01.06,2020.02.17,0
038620,2020.01.06,2020.01.16,4
060560,2020.01.06,2020.01.16,8
019170,2020.01.07,2020.02.06,37
128820,2020.01.07,2020.01.08,22
011420,2020.01.07,2020.01.29,28
010600,2020.01.07,2020.01.29,6
003470,2020.01.07,2020.01.20,8
046140,2020.01.07,2020.01.16,8
032190,2020.01.07,2020.01.13,1
014570,2020.01.07,2020.01.28,55
051490,2020.01.07,2020.02.13,23
079430,2020.01.07,2020.01.13,-1
046390,2020.01.07,2020.01.13,9
131090,2020.01.07,2020.01.13,2
215600,2020.01.07,2020.01.09,3
086820,2020.01.07,2020.01.09,-1
238120,2020.01.07,2020.03.05,26
053450,2020.01.07,2020.02.17,16
042500,2020.01.07,2020.01.17,6
150900,2020.01.07,2020.02.26,12
053350,2020.01.07,2020.02.17,14
038620,2020.01.07,2020.01.16,4
060560,2020.01.07,2020.01.16,6
024800,2020.01.07,2020.01.08,-2
003570,2020.01.08,2020.01.14,0
018250,2020.01.08,2020.01.16,7
046140,2020.01.08,2020.01.16,8
003010,2020.01.08,2020.02.11,-5
093640,2020.01.08,2020.01.17,14
032190,2020.01.08,2020.01.13,4
035460,2020.01.08,2020.02.17,32
090410,2020.01.08,2020.01.15,48
086980,2020.01.08,2020.01.10,7
053800,2020.01.08,2020.01.17,8
046390,2020.01.08,2020.01.13,12
215600,2020.01.08,2020.01.09,2
255440,2020.01.08,2020.01.17,5
061970,2020.01.08,2020.02.14,16
097780,2020.01.08,2020.01.17,3
038060,2020.01.08,2020.01.09,0
121800,2020.01.08,2020.01.17,4
053450,2020.01.08,2020.02.17,22
084370,2020.01.08,2020.02.20,24
060230,2020.01.08,2020.02.27,33
137950,2020.01.08,2020.01.14,3
086890,2020.01.08,2020.01.13,6
153490,2020.01.08,2020.01.15,44
074600,2020.01.08,2020.02.17,7
090850,2020.01.08,2020.01.22,19
086960,2020.01.08,2020.01.23,6
038620,2020.01.08,2020.01.16,11
054780,2020.01.08,2020.02.17,62
060560,2020.01.08,2020.01.16,11
036200,2020.01.08,2020.02.14,31
161580,2020.01.08,2020.02.14,19
024800,2020.01.08,2020.01.15,-3
002360,2020.01.09,2020.01.10,-2
114090,2020.01.09,2020.01.17,6
128820,2020.01.09,2020.01.10,0
002720,2020.01.09,2020.01.28,76
003010,2020.01.09,2020.02.11,0
065170,2020.01.09,2020.01.28,42
071950,2020.01.09,2020.01.17,5
069140,2020.01.09,2020.02.21,31
032190,2020.01.09,2020.01.13,2
007110,2020.01.09,2020.01.15,6
014570,2020.01.09,2020.01.28,64
131220,2020.01.09,2020.01.28,41
054670,2020.01.09,2020.01.28,3
014970,2020.01.09,2020.01.15,0
170920,2020.01.09,2020.01.23,3
123040,2020.01.09,2020.01.22,9
036180,2020.01.09,2020.01.17,-4
150900,2020.01.09,2020.02.26,7
030520,2020.01.09,2020.01.30,6
046940,2020.01.09,2020.01.13,4
091120,2020.01.09,2020.01.28,35
053050,2020.01.09,2020.01.15,32
086960,2020.01.09,2020.01.23,3
196700,2020.01.09,2020.01.17,5
064290,2020.01.09,2020.03.06,100
043910,2020.01.09,2020.02.21,36
054930,2020.01.09,2020.01.15,5
092780,2020.01.10,2020.02.10,14
016590,2020.01.10,2020.01.22,11
006120,2020.01.10,2020.01.13,-2
006125,2020.01.10,2020.02.13,-6
285130,2020.01.10,2020.02.12,2
28513K,2020.01.10,2020.01.13,-10
009320,2020.01.10,2020.02.11,19
069620,2020.01.10,2020.01.13,1
011420,2020.01.10,2020.01.29,17
009680,2020.01.10,2020.02.10,7
085310,2020.01.10,2020.01.13,3
033530,2020.01.10,2020.01.17,16
126870,2020.01.10,2020.01.20,2
019180,2020.01.10,2020.02.03,12
081000,2020.01.10,2020.02.20,4
037370,2020.01.10,2020.02.11,7
010820,2020.01.10,2020.01.13,-5
090080,2020.01.10,2020.01.15,9
051630,2020.01.10,2020.02.07,4
099410,2020.01.10,2020.01.17,15
066910,2020.01.10,2020.02.25,55
041930,2020.01.10,2020.02.17,11
014970,2020.01.10,2020.01.15,2
091580,2020.01.10,2020.02.07,18
123750,2020.01.10,2020.01.14,12
059090,2020.01.10,2020.03.09,61
019770,2020.01.10,2020.02.17,13
105740,2020.01.10,2020.01.17,3
066970,2020.01.10,2020.02.19,13
038060,2020.01.10,2020.02.17,6
215360,2020.01.10,2020.02.14,20
095190,2020.01.10,2020.01.13,4
023900,2020.01.10,2020.01.13,4
035200,2020.01.10,2020.01.13,0
278280,2020.01.10,2020.02.11,15
064290,2020.01.10,2020.03.06,95
057880,2020.01.10,2020.01.13,1
011320,2020.01.10,2020.02.17,9
032620,2020.01.10,2020.01.13,0
114090,2020.01.13,2020.01.17,2
026890,2020.01.13,2020.02.17,111
004920,2020.01.13,2020.01.15,0
009320,2020.01.13,2020.02.11,18
002795,2020.01.13,2020.01.16,1
00499K,2020.01.13,2020.01.21,37
011420,2020.01.13,2020.01.29,10
078520,2020.01.13,2020.01.22,13
004830,2020.01.13,2020.02.12,33
160550,2020.01.13,2020.01.29,15
950110,2020.01.13,2020.01.31,5
010690,2020.01.13,2020.01.29,5
060260,2020.01.13,2020.01.15,5
270870,2020.01.13,2020.02.05,35
078140,2020.01.13,2020.01.28,19
006390,2020.01.13,2020.01.17,6
037370,2020.01.13,2020.02.11,4
090080,2020.01.13,2020.01.15,9
180640,2020.01.13,2020.03.04,102
950170,2020.01.13,2020.01.17,0
101530,2020.01.13,2020.01.16,4
036670,2020.01.13,2020.01.14,0
064350,2020.01.13,2020.01.15,1
051630,2020.01.13,2020.02.07,4
238200,2020.01.13,2020.01.14,0
066910,2020.01.13,2020.02.25,55
069410,2020.01.13,2020.02.17,2
217480,2020.01.13,2020.01.29,22
226340,2020.01.13,2020.01.17,1
041510,2020.01.13,2020.01.14,-2
016100,2020.01.13,2020.01.17,1
025770,2020.01.13,2020.01.15,-3
241710,2020.01.13,2020.01.16,8
095190,2020.01.13,2020.01.14,0
282880,2020.01.13,2020.02.26,23
051160,2020.01.13,2020.02.24,63
126600,2020.01.13,2020.01.14,0
023900,2020.01.13,2020.01.14,0
203690,2020.01.13,2020.03.05,30
011320,2020.01.13,2020.02.17,6
204630,2020.01.13,2020.01.14,1
950140,2020.01.13,2020.01.23,3
032620,2020.01.13,2020.02.24,-3
009320,2020.01.14,2020.02.11,12
002880,2020.01.14,2020.01.15,5
078520,2020.01.14,2020.01.22,10
030210,2020.01.14,2020.02.06,5
133820,2020.01.14,2020.01.29,13
032190,2020.01.14,2020.02.14,0
007110,2020.01.14,2020.01.15,1
023460,2020.01.14,2020.01.20,15
014130,2020.01.14,2020.02.24,54
090080,2020.01.14,2020.01.15,7
099520,2020.01.14,2020.01.15,1
950170,2020.01.14,2020.01.17,1
036800,2020.01.14,2020.02.14,8
009620,2020.01.14,2020.01.23,37
025900,2020.01.14,2020.02.18,21
038540,2020.01.14,2020.01.20,8
207760,2020.01.14,2020.02.13,8
019770,2020.01.14,2020.02.17,9
256840,2020.01.14,2020.02.17,20
069410,2020.01.14,2020.02.17,9
123040,2020.01.14,2020.01.22,5
080720,2020.01.14,2020.02.25,21
078650,2020.01.14,2020.01.15,1
215360,2020.01.14,2020.02.14,18
009730,2020.01.14,2020.01.15,0
095190,2020.01.14,2020.01.16,-1
282880,2020.01.14,2020.02.26,23
023900,2020.01.14,2020.01.15,0
048410,2020.01.14,2020.01.17,-1
119610,2020.01.14,2020.01.22,8
011320,2020.01.14,2020.02.17,6
086390,2020.01.14,2020.02.17,14
136480,2020.01.14,2020.01.15,0
037440,2020.01.14,2020.01.31,0
009320,2020.01.15,2020.02.11,13
011090,2020.01.15,2020.01.29,8
017900,2020.01.15,2020.01.16,0
004830,2020.01.15,2020.02.12,32
118000,2020.01.15,2020.01.29,59
006980,2020.01.15,2020.01.28,3
008350,2020.01.15,2020.02.10,15
212560,2020.01.15,2020.01.17,2
060250,2020.01.15,2020.02.26,38
099220,2020.01.15,2020.01.16,-3
007110,2020.01.15,2020.01.16,-2
014130,2020.01.15,2020.02.24,47
006390,2020.01.15,2020.01.17,0
005110,2020.01.15,2020.01.16,0
060480,2020.01.15,2020.02.11,13
010170,2020.01.15,2020.01.16,-1
035460,2020.01.15,2020.02.17,34
067990,2020.01.15,2020.02.14,6
066910,2020.01.15,2020.02.25,55
052860,2020.01.15,2020.01.23,12
009620,2020.01.15,2020.01.23,36
037460,2020.01.15,2020.02.18,9
073540,2020.01.15,2020.01.23,6
038680,2020.01.15,2020.02.17,1
228850,2020.01.15,2020.02.10,10
250000,2020.01.15,2020.01.23,1
006910,2020.01.15,2020.01.17,3
031330,2020.01.15,2020.01.30,14
080000,2020.01.15,2020.03.05,34
025980,2020.01.15,2020.01.16,-2
067920,2020.01.15,2020.01.16,0
115610,2020.01.15,2020.02.18,2
241710,2020.01.15,2020.01.16,2
011320,2020.01.15,2020.02.17,5
065530,2020.01.15,2020.02.17,11
104480,2020.01.15,2020.01.30,15
016740,2020.01.16,2020.01.22,7
026890,2020.01.16,2020.02.17,109
003620,2020.01.16,2020.01.17,-1
012690,2020.01.16,2020.01.31,129
004720,2020.01.16,2020.01.28,10
008350,2020.01.16,2020.02.10,13
034310,2020.01.16,2020.02.12,6
053290,2020.01.16,2020.03.02,61
281820,2020.01.16,2020.01.17,0
005110,2020.01.16,2020.01.17,-2
143210,2020.01.16,2020.02.12,9
289010,2020.01.16,2020.03.02,63
072870,2020.01.16,2020.02.21,17
009620,2020.01.16,2020.01.23,37
133750,2020.01.16,2020.03.02,53
060570,2020.01.16,2020.02.20,33
038110,2020.01.16,2020.02.12,7
031330,2020.01.16,2020.01.30,10
096630,2020.01.16,2020.02.19,47
091990,2020.01.16,2020.02.18,25
317830,2020.01.16,2020.01.17,-1
054300,2020.01.16,2020.01.17,5
043370,2020.01.16,2020.01.23,5
181340,2020.01.16,2020.02.04,10
203690,2020.01.16,2020.03.05,27
038620,2020.01.16,2020.01.17,-3
210980,2020.01.17,2020.02.11,2
003620,2020.01.17,2020.01.22,-1
212560,2020.01.17,2020.01.20,0
010660,2020.01.17,2020.01.23,0
005110,2020.01.17,2020.01.21,0
018470,2020.01.17,2020.01.20,5
036800,2020.01.17,2020.02.14,9
009620,2020.01.17,2020.01.23,22
110990,2020.01.17,2020.02.12,20
092600,2020.01.17,2020.02.12,23
256840,2020.01.17,2020.02.17,16
225330,2020.01.17,2020.01.21,0
067730,2020.01.17,2020.01.20,2
148150,2020.01.17,2020.02.18,12
225530,2020.01.17,2020.01.21,0
051980,2020.01.17,2020.01.20,6
299660,2020.01.17,2020.01.20,-3
068760,2020.01.17,2020.02.17,4
067900,2020.01.17,2020.01.23,4
086060,2020.01.17,2020.01.28,11
053610,2020.01.17,2020.02.17,13
064290,2020.01.17,2020.03.06,89
131290,2020.01.17,2020.01.23,4
004170,2020.01.20,2020.01.22,2
023530,2020.01.20,2020.01.21,-1
004990,2020.01.20,2020.01.23,3
011420,2020.01.20,2020.01.29,11
005500,2020.01.20,2020.01.28,2
085310,2020.01.20,2020.01.21,-2
034310,2020.01.20,2020.02.12,4
006980,2020.01.20,2020.01.28,1
053290,2020.01.20,2020.03.02,52
065170,2020.01.20,2020.01.28,33
144960,2020.01.20,2020.01.22,0
011000,2020.01.20,2020.03.18,139
021080,2020.01.20,2020.01.22,0
110990,2020.01.20,2020.02.12,16
012790,2020.01.20,2020.01.28,8
105740,2020.01.20,2020.01.22,-1
251630,2020.01.20,2020.02.17,4
051980,2020.01.20,2020.01.21,-6
183300,2020.01.20,2020.03.05,6
241710,2020.01.20,2020.01.22,-2
086960,2020.01.20,2020.01.23,6
053610,2020.01.20,2020.02.17,11
086060,2020.01.20,2020.01.28,9
054780,2020.01.20,2020.02.17,37
013720,2020.01.20,2020.02.06,6
053660,2020.01.20,2020.01.21,-6
217190,2020.01.20,2020.02.19,38
016590,2020.01.21,2020.01.22,9
005750,2020.01.21,2020.01.22,0
019170,2020.01.21,2020.02.06,38
016740,2020.01.21,2020.01.22,7
002380,2020.01.21,2020.01.22,-1
007120,2020.01.21,2020.03.04,16
014580,2020.01.21,2020.01.28,9
006980,2020.01.21,2020.01.28,6
126560,2020.01.21,2020.02.04,14
133820,2020.01.21,2020.01.29,6
005110,2020.01.21,2020.01.22,-1
011000,2020.01.21,2020.03.18,102
066910,2020.01.21,2020.02.25,55
001000,2020.01.21,2020.02.21,6
012790,2020.01.21,2020.01.28,15
225530,2020.01.21,2020.01.29,-6
080520,2020.01.21,2020.03.05,5
054300,2020.01.21,2020.01.22,0
051160,2020.01.21,2020.02.24,33
220630,2020.01.21,2020.01.23,7
016920,2020.01.21,2020.01.31,22
060560,2020.01.21,2020.01.22,-9
000990,2020.01.22,2020.01.23,-3
234080,2020.01.22,2020.01.28,1
005500,2020.01.22,2020.01.28,2
009290,2020.01.22,2020.01.28,3
009200,2020.01.22,2020.02.20,8
014580,2020.01.22,2020.01.28,7
011210,2020.01.22,2020.01.28,1
005380,2020.01.22,2020.02.12,7
065170,2020.01.22,2020.01.28,25
008770,2020.01.22,2020.02.12,-3
133820,2020.01.22,2020.01.29,7
010660,2020.01.22,2020.01.23,2
213500,2020.01.22,2020.02.05,1
007570,2020.01.22,2020.03.16,65
078140,2020.01.22,2020.01.28,17
052690,2020.01.22,2020.01.28,4
066910,2020.01.22,2020.02.25,52
009620,2020.01.22,2020.01.23,29
027580,2020.01.22,2020.01.23,-2
012790,2020.01.22,2020.01.28,12
038060,2020.01.22,2020.02.17,1
033290,2020.01.22,2020.01.23,-1
290720,2020.01.22,2020.03.04,22
086960,2020.01.22,2020.01.23,2
016920,2020.01.22,2020.01.31,24
241690,2020.01.22,2020.02.11,50
051360,2020.01.22,2020.01.23,-4
017890,2020.01.22,2020.02.21,70
004990,2020.01.23,2020.01.28,-2
005500,2020.01.23,2020.01.28,1
005850,2020.01.23,2020.01.28,-4
200880,2020.01.23,2020.02.17,4
003555,2020.01.23,2020.02.12,4
034310,2020.01.23,2020.02.12,2
025540,2020.01.23,2020.01.28,-1
065170,2020.01.23,2020.01.28,22
010690,2020.01.23,2020.01.29,1
010660,2020.01.23,2020.02.06,-3
213500,2020.01.23,2020.02.05,2
086280,2020.01.23,2020.01.28,-2
094170,2020.01.23,2020.02.04,11
110990,2020.01.23,2020.02.12,12
131370,2020.01.23,2020.03.02,44
038110,2020.01.23,2020.02.12,1
012790,2020.01.23,2020.01.28,4
090460,2020.01.23,2020.01.28,4
159580,2020.01.23,2020.02.17,1
043370,2020.01.23,2020.02.12,-1
086960,2020.01.23,2020.01.28,-2
290720,2020.01.23,2020.03.04,18
241690,2020.01.23,2020.02.11,29
950140,2020.01.23,2020.02.17,0
115390,2020.01.28,2020.02.13,-2
234080,2020.01.28,2020.01.29,-3
204320,2020.01.28,2020.01.29,1
005500,2020.01.28,2020.02.17,0
011090,2020.01.28,2020.01.29,9
009290,2020.01.28,2020.01.29,-3
009200,2020.01.28,2020.02.20,11
200880,2020.01.28,2020.02.17,3
006980,2020.01.28,2020.02.10,0
016880,2020.01.28,2020.02.10,-6
010600,2020.01.28,2020.01.29,2
005387,2020.01.28,2020.02.12,3
033270,2020.01.28,2020.02.06,1
069140,2020.01.28,2020.02.21,23
249420,2020.01.28,2020.01.29,-3
005690,2020.01.28,2020.03.09,22
120240,2020.01.28,2020.02.21,-5
023910,2020.01.28,2020.02.20,-1
133750,2020.01.28,2020.03.02,45
094170,2020.01.28,2020.02.04,17
023600,2020.01.28,2020.02.24,10
059210,2020.01.28,2020.02.17,4
131370,2020.01.28,2020.03.02,37
127120,2020.01.28,2020.03.09,0
012790,2020.01.28,2020.01.29,-9
044480,2020.01.28,2020.01.29,-8
096530,2020.01.28,2020.03.23,104
060240,2020.01.28,2020.02.24,14
178780,2020.01.28,2020.01.31,30
256150,2020.01.28,2020.01.31,4
226440,2020.01.28,2020.01.31,57
086960,2020.01.28,2020.01.29,0
053610,2020.01.28,2020.02.17,8
004650,2020.01.28,2020.02.21,78
950140,2020.01.28,2020.02.17,3
030790,2020.01.29,2020.03.02,1270
016740,2020.01.29,2020.02.12,0
001060,2020.01.29,2020.03.05,4
003220,2020.01.29,2020.01.30,-4
011210,2020.01.29,2020.01.30,-6
133820,2020.01.29,2020.01.30,0
078140,2020.01.29,2020.02.20,-1
041930,2020.01.29,2020.02.17,7
100590,2020.01.29,2020.02.12,4
012790,2020.01.29,2020.02.19,0
234340,2020.01.29,2020.02.10,6
125210,2020.01.29,2020.02.11,15
178780,2020.01.29,2020.01.31,22
302430,2020.01.29,2020.02.11,4
215360,2020.01.29,2020.02.14,16
091120,2020.01.29,2020.02.19,-1
086960,2020.01.29,2020.02.14,-2
054920,2020.01.29,2020.01.30,-2
104480,2020.01.29,2020.01.30,5
030790,2020.01.30,2020.03.02,1266
014160,2020.01.30,2020.01.31,22
009320,2020.01.30,2020.02.11,16
011230,2020.01.30,2020.02.05,16
001820,2020.01.30,2020.02.19,15
008560,2020.01.30,2020.02.06,5
051910,2020.01.30,2020.02.17,22
002760,2020.01.30,2020.01.31,-1
010400,2020.01.30,2020.02.11,2
065170,2020.01.30,2020.03.10,11
078140,2020.01.30,2020.02.20,4
090080,2020.01.30,2020.02.17,8
078600,2020.01.30,2020.02.11,8
293480,2020.01.30,2020.02.07,5
131220,2020.01.30,2020.02.19,-4
141070,2020.01.30,2020.01.31,29
041930,2020.01.30,2020.02.17,6
289010,2020.01.30,2020.03.02,58
067280,2020.01.30,2020.02.17,11
053700,2020.01.30,2020.02.17,11
094170,2020.01.30,2020.02.04,10
312610,2020.01.30,2020.02.17,26
091580,2020.01.30,2020.02.07,9
243840,2020.01.30,2020.02.11,14
122690,2020.01.30,2020.01.31,0
066970,2020.01.30,2020.02.19,11
096530,2020.01.30,2020.03.26,252
123040,2020.01.30,2020.02.20,-1
019570,2020.01.30,2020.02.04,-20
302430,2020.01.30,2020.02.11,8
031510,2020.01.30,2020.02.11,8
224060,2020.01.30,2020.01.31,-16
009730,2020.01.30,2020.01.31,-4
256150,2020.01.30,2020.01.31,3
011320,2020.01.30,2020.02.17,11
017890,2020.01.30,2020.02.21,71
092780,2020.01.31,2020.02.10,10
030720,2020.01.31,2020.02.03,9
001060,2020.01.31,2020.03.05,6
002310,2020.01.31,2020.02.21,2
009680,2020.01.31,2020.02.10,6
200880,2020.01.31,2020.02.17,5
009200,2020.01.31,2020.02.20,11
004830,2020.01.31,2020.02.12,31
085620,2020.01.31,2020.02.20,2
118000,2020.01.31,2020.02.04,15
010660,2020.01.31,2020.02.06,3
133750,2020.01.31,2020.03.02,39
